2733525;Estrogen Antagonists
2733525;Selective Estrogen Receptor Modulators
9279;Anti-Ulcer Agents
9279;Muscarinic Antagonists
5362118;Angiotensin-Converting Enzyme Inhibitors
5362118;Antihypertensive Agents
5362118;Cardiotonic Agents
23894;Bone Density Conservation Agents
38911;Antifungal Agents
5344;Anti-Infective Agents
20933;Anti-Bacterial Agents
3647;Antihypertensive Agents
3647;Diuretics
3647;Sodium Chloride Symporter Inhibitors
3442;Dopamine Agents
3442;Enzyme Inhibitors
3442;Nucleic Acid Synthesis Inhibitors
5340;Anti-Infective Agents
47812;Dopamine Agonists
441242;Anti-Bacterial Agents
10648;Nasal Decongestants
10648;Sympathomimetics
9399;Cholinergic Agents
9399;Neurotransmitter Uptake Inhibitors
6419960;Antimetabolites, Antineoplastic
202225;Anti-Bacterial Agents
5198;Antineoplastic Agents, Alkylating
37175;Fungicides, Industrial
5755;Anti-Inflammatory Agents
5755;Antineoplastic Agents, Hormonal
5755;Glucocorticoids
3032771;Adjuvants, Immunologic
3032771;Chelating Agents
16362;Anti-Dyskinesia Agents
16362;Antipsychotic Agents
16362;Dopamine Antagonists
11979707;Anthelmintics
5578;Anti-Infective Agents
5578;Anti-Infective Agents, Urinary
5578;Antimalarials
5578;Folic Acid Antagonists
164652;Adrenergic Agonists
164652;Adrenergic alpha-Agonists
164652;Adrenergic beta-Agonists
164652;Sympathomimetics
164652;Vasoconstrictor Agents
17506;Hemostatics
64961;Mutagens
64961;Neurotoxins
9782;Anti-Asthmatic Agents
9782;Anti-Inflammatory Agents
9782;Glucocorticoids
5462351;Antitussive Agents
5462351;Excitatory Amino Acid Antagonists
689043;Antioxidants
6883;Nitric Oxide Donors
6883;Vasodilator Agents
6433951;Anthelmintics
6433951;Antinematodal Agents
9570076;Antimalarials
9570076;Antimetabolites
4849;Diuretics
33613;Anti-Bacterial Agents
92163;Anesthetics, Local
71401;Adrenergic alpha-Agonists
71401;Antihypertensive Agents
68540;Diuretics
68540;Sodium Channel Blockers
71399;Antipsychotic Agents
71399;Dopamine Antagonists
4138;Adrenergic alpha-Agonists
4138;Antihypertensive Agents
4138;Sympatholytics
5865;Anti-Inflammatory Agents
5865;Antineoplastic Agents, Hormonal
5865;Glucocorticoids
636402;Anti-Ulcer Agents
401;Anti-Infective Agents, Urinary
401;Antibiotics, Antitubercular
401;Antimetabolites
37542;Antimetabolites
37542;Antiviral Agents
9560989;Anti-Anxiety Agents
9560989;Antidepressive Agents, Second-Generation
9560989;Serotonin Uptake Inhibitors
3182;Bronchodilator Agents
3182;Phosphodiesterase Inhibitors
3182;Vasodilator Agents
62999;Anti-Infective Agents
62999;Nucleic Acid Synthesis Inhibitors
5282194;Anti-Inflammatory Agents, Non-Steroidal
5282194;Cyclooxygenase Inhibitors
41781;Antihypertensive Agents
41781;Diuretics
6240;Antiemetics
6240;Antipsychotic Agents
6240;Dopamine Antagonists
441080;Anti-Arrhythmia Agents
6419992;Anticonvulsants
6419992;Excitatory Amino Acid Antagonists
6419992;Neuroprotective Agents
4922;Anti-Ulcer Agents
29327;Antibiotics, Antineoplastic
36207;Antipsychotic Agents
36207;Dopamine Antagonists
23663959;Anti-Inflammatory Agents, Non-Steroidal
23663959;Cyclooxygenase Inhibitors
6842999;Trypanocidal Agents
6420038;Antipsychotic Agents
6420038;Dopamine Antagonists
5336;Anti-Infective Agents
5336;Dermatologic Agents
2448;Antipsychotic Agents
6420034;Anti-Bacterial Agents
6420034;Protein Synthesis Inhibitors
5507;Analgesics
5507;Anti-Inflammatory Agents, Non-Steroidal
5507;Calcium Channel Blockers
5507;Prostaglandin Antagonists
5507;Serotonin Antagonists
35375;Anti-Inflammatory Agents, Non-Steroidal
11065;Adrenergic Uptake Inhibitors
11065;Analgesics, Non-Narcotic
11065;Antidepressive Agents, Tricyclic
10607;Antineoplastic Agents, Phytogenic
10607;Keratolytic Agents
10607;Tubulin Modulators
13770;Anti-Allergic Agents
13770;Antipruritics
13770;Gastrointestinal Agents
13770;Histamine H1 Antagonists
13770;Serotonin Antagonists
3476;Anti-Arrhythmia Agents
3476;Hypoglycemic Agents
3476;Immunosuppressive Agents
3739;Contrast Media
108013;Expectorants
64710;Anti-Bacterial Agents
64710;Protein Synthesis Inhibitors
3033637;Anti-Ulcer Agents
3033637;Histamine H2 Antagonists
5722;Phosphodiesterase Inhibitors
3117;Alcohol Deterrents
3117;Enzyme Inhibitors
3168;Adjuvants, Anesthesia
3168;Antiemetics
3168;Antipsychotic Agents
3168;Dopamine Antagonists
65483;Analgesics, Opioid
65483;Narcotic Antagonists
65483;Narcotics
39147;Adrenergic beta-Antagonists
39147;Anti-Arrhythmia Agents
39147;Antihypertensive Agents
39147;Sympatholytics
2022;Antiviral Agents
6433169;Adrenergic alpha-Agonists
6433169;Appetite Depressants
6433169;Nasal Decongestants
6433169;Sympathomimetics
2794;Anti-Inflammatory Agents, Non-Steroidal
2794;Coloring Agents
2794;Leprostatic Agents
6169;Adrenergic alpha-Antagonists
6169;Mydriatics
17275;Anti-Allergic Agents
17275;Histamine H1 Antagonists
6037;Hematinics
6037;Vitamin B Complex
2723716;Anti-Anxiety Agents
2723716;Antidepressive Agents
2723716;Monoamine Oxidase Inhibitors
3559;Anti-Dyskinesia Agents
3559;Antiemetics
3559;Antipsychotic Agents
3559;Dopamine Antagonists
8931;Antihypertensive Agents
6759;Photosensitizing Agents
6759;Vitamin B Complex
92151;Antiparkinson Agents
92151;Muscarinic Antagonists
92151;Parasympatholytics
23690927;Antifungal Agents
23690927;Antiprotozoal Agents
23690927;Coccidiostats
23690927;Ionophores
36294;Anti-Bacterial Agents
23667300;Anti-Bacterial Agents
23671691;Aldosterone Antagonists
6420056;Analgesics, Non-Narcotic
6420056;Antipsychotic Agents
6420056;Dopamine Antagonists
33478;Anti-Bacterial Agents
6230;Contraceptives, Oral, Combined
6230;Contraceptives, Oral, Hormonal
6230;Contraceptives, Oral, Sequential
6230;Contraceptives, Oral, Synthetic
4740;Free Radical Scavengers
4740;Phosphodiesterase Inhibitors
4740;Platelet Aggregation Inhibitors
4740;Radiation-Protective Agents
4740;Vasodilator Agents
17134;Anti-Infective Agents
17134;Anti-Infective Agents, Urinary
17134;Antimalarials
896;Antioxidants
896;Central Nervous System Depressants
667476;Estrogens, Non-Steroidal
6758;Insecticides
6758;Uncoupling Agents
65492;Contrast Media
62935;Anti-Anxiety Agents
62935;Antidepressive Agents, Second-Generation
62935;Serotonin Uptake Inhibitors
688020;Pesticides
4488;Anti-Inflammatory Agents, Non-Steroidal
4488;Cyclooxygenase Inhibitors
5362129;Angiotensin-Converting Enzyme Inhibitors
5362129;Antihypertensive Agents
71478;Adrenergic Uptake Inhibitors
71478;Antidepressive Agents, Second-Generation
5282386;Nasal Decongestants
443944;Contrast Media
4911;Adjuvants, Pharmaceutic
4911;Uricosuric Agents
62921;Anti-Bacterial Agents
5092;Antidepressive Agents
5092;Phosphodiesterase Inhibitors
8478;Anti-Infective Agents, Local
4632;Sunscreening Agents
4174;Antimetabolites
4174;Enzyme Inhibitors
6420010;Antiemetics
4497;Antihypertensive Agents
4497;Calcium Channel Blockers
4497;Vasodilator Agents
5593;Muscarinic Antagonists
5593;Mydriatics
6100;Adrenergic Antagonists
6100;Anti-Arrhythmia Agents
6100;Antihypertensive Agents
5870;Estrogens
2818;Antipsychotic Agents
2818;GABA Antagonists
2818;Serotonin Antagonists
3825;Anti-Inflammatory Agents, Non-Steroidal
3825;Cyclooxygenase Inhibitors
3325;Anti-Ulcer Agents
3325;Histamine H2 Antagonists
5284409;Adrenergic beta-Antagonists
5284409;Sympatholytics
3760;Antifungal Agents
26534;Anesthetics, Dissociative
26534;Anticonvulsants
3053;Antidotes
3053;Chelating Agents
3053;Iron Chelating Agents
3690;Antineoplastic Agents, Alkylating
6917991;Anti-Bacterial Agents
4993;Antimalarials
4993;Antiprotozoal Agents
4993;Folic Acid Antagonists
3741;Contrast Media
71486;Adrenergic Agonists
6048;Adrenergic alpha-Antagonists
6048;Antihypertensive Agents
6048;Vasodilator Agents
72492;Anti-Bacterial Agents
5905;Antiviral Agents
5905;Nucleic Acid Synthesis Inhibitors
9351;Antihypertensive Agents
9351;Vasodilator Agents
4507;Antihypertensive Agents
4507;Calcium Channel Blockers
4507;Vasodilator Agents
2265;Antimetabolites
2265;Antimetabolites, Antineoplastic
2265;Antirheumatic Agents
2265;Immunosuppressive Agents
4831;Anti-Infective Agents
4831;Anti-Infective Agents, Urinary
54384;Histamine H1 Antagonists, Non-Sedating
53025;Anti-Bacterial Agents
5018304;Anti-Inflammatory Agents, Non-Steroidal
5018304;Cyclooxygenase Inhibitors
14957;Anti-Bacterial Agents
14957;Antifungal Agents
212231;Neuromuscular Depolarizing Agents
4493;Androgen Antagonists
4493;Antineoplastic Agents
22576;Antidepressive Agents, Tricyclic
22576;Muscle Relaxants, Central
22576;Tranquilizing Agents
5104;Anti-Bacterial Agents
5104;Coccidiostats
19379;Neuroprotective Agents
19379;Nootropic Agents
114811;Anti-Bacterial Agents
64945;Anti-Infective Agents
64945;Antineoplastic Agents, Phytogenic
64945;Cyclooxygenase Inhibitors
27350;Neuromuscular Nondepolarizing Agents
27350;Nicotinic Antagonists
47320;Neuromuscular Nondepolarizing Agents
47320;Nicotinic Antagonists
5337997;Anti-Infective Agents
6918132;Antihypertensive Agents
6918132;Carbonic Anhydrase Inhibitors
11693;Adjuvants, Anesthesia
11693;Muscarinic Antagonists
6466;Plant Growth Regulators
5154;Anti-Infective Agents
5154;Cardiotonic Agents
156391;Anti-Inflammatory Agents, Non-Steroidal
156391;Cyclooxygenase Inhibitors
156391;Gout Suppressants
657298;Antimetabolites
657298;Antithyroid Agents
4409;Anti-Inflammatory Agents, Non-Steroidal
5354;Vasodilator Agents
245005;Adjuvants, Immunologic
3114;Anti-Arrhythmia Agents
441383;Antifungal Agents
23702667;Anti-Bacterial Agents
6419912;Anti-Bacterial Agents
5405;Histamine H1 Antagonists, Non-Sedating
5073;Antipsychotic Agents
5073;Dopamine Antagonists
5073;Serotonin Antagonists
37392;Antimalarials
66068;Anti-Arrhythmia Agents
2554;Analgesics, Non-Narcotic
2554;Anticonvulsants
2554;Antimanic Agents
5702273;Adrenergic beta-Agonists
5702273;Bronchodilator Agents
5702273;Sympathomimetics
3033928;Anti-Bacterial Agents
5335;Anti-Infective Agents
5479;Alkylating Agents
5479;Antitrichomonal Agents
441307;Adrenergic beta-Antagonists
441307;Anti-Arrhythmia Agents
441307;Antihypertensive Agents
4583;Anti-Bacterial Agents
4583;Anti-Infective Agents, Urinary
4583;Nucleic Acid Synthesis Inhibitors
65341;Enzyme Inhibitors
5280567;Indicators and Reagents
4485;Calcium Channel Blockers
4485;Tocolytic Agents
4485;Vasodilator Agents
6114;Bronchoconstrictor Agents
6114;Miotics
6114;Muscarinic Agonists
6114;Parasympathomimetics
9642;Anti-Allergic Agents
9642;Anti-Inflammatory Agents
9642;Glucocorticoids
16220118;Anti-Inflammatory Agents, Non-Steroidal
6420041;Serotonin Uptake Inhibitors
4107;Muscle Relaxants, Central
1349907;Antithyroid Agents
74989;Anti-Infective Agents
74989;Antimalarials
74989;Enzyme Inhibitors
6135;Antimalarials
11079;Adrenergic alpha-Agonists
11079;Nasal Decongestants
27944;Adjuvants, Immunologic
27944;Antinematodal Agents
27944;Antirheumatic Agents
3397;Androgen Antagonists
3397;Antineoplastic Agents, Hormonal
5359226;Antidotes
5359226;Cholinesterase Reactivators
2727;Hypoglycemic Agents
275196;Antitussive Agents
4114;Cross-Linking Reagents
4114;Photosensitizing Agents
8813;Antifungal Agents
8813;Antiprotozoal Agents
8813;Trypanocidal Agents
14219;Hypoglycemic Agents
5342;Uricosuric Agents
65329;Antimalarials
23422;Neuromuscular Nondepolarizing Agents
23422;Nicotinic Antagonists
107751;Antidiarrheals
107751;Protease Inhibitors
71405;Anti-Ulcer Agents
71405;Muscarinic Antagonists
62978;Adrenergic alpha-Antagonists
62978;Antihypertensive Agents
91268;Bronchodilator Agents
91268;Phosphodiesterase Inhibitors
91268;Vasodilator Agents
5770;Adrenergic Uptake Inhibitors
5770;Antihypertensive Agents
5770;Antipsychotic Agents
5447130;Anti-Infective Agents
10133;Cathartics
10133;Gastrointestinal Agents
22304;Anesthetics, Local
6167;Gout Suppressants
6167;Tubulin Modulators
68626;Bronchodilator Agents
4044;Anti-Inflammatory Agents, Non-Steroidal
4044;Cyclooxygenase Inhibitors
3025;Anesthetics, Local
54765;Bronchodilator Agents
4059;Muscle Relaxants, Central
10695961;Anti-Bacterial Agents
4828;Adrenergic beta-Antagonists
4828;Antihypertensive Agents
4828;Serotonin Antagonists
4828;Vasodilator Agents
67356;Antipsychotic Agents
67356;Dopamine Antagonists
4055;Antifibrinolytic Agents
4055;Vitamins
5388961;Angiotensin-Converting Enzyme Inhibitors
5388961;Antihypertensive Agents
10921;Neuromuscular Depolarizing Agents
104845;Anesthetics
6419940;Antihypertensive Agents
6419940;Ganglionic Blockers
6419940;Nicotinic Antagonists
26758;Antiparkinson Agents
26758;Monoamine Oxidase Inhibitors
26758;Neuroprotective Agents
6420002;Cholinesterase Inhibitors
6420002;Nootropic Agents
6420002;Parasympathomimetics
164739;Vasoconstrictor Agents
5426;Angiogenesis Inhibitors
5426;Immunosuppressive Agents
5426;Leprostatic Agents
5426;Teratogens
3735;Contrast Media
9051;Progestins
53232;Anticholesteremic Agents
53232;Hydroxymethylglutaryl-CoA Reductase Inhibitors
3454;Antiviral Agents
16363;Antipsychotic Agents
16363;Dopamine Antagonists
27503;Anti-Asthmatic Agents
5282408;Anti-Allergic Agents
5282408;Antipruritics
5282408;Histamine H1 Antagonists
6536864;Anti-Bacterial Agents
21467;Anti-Arrhythmia Agents
5531;Platelet Aggregation Inhibitors
5531;Vasodilator Agents
441336;Anti-Allergic Agents
441336;Anti-Inflammatory Agents
66259;Adrenergic alpha-Agonists
66259;Nasal Decongestants
66259;Sympathomimetics
6420022;Adrenergic Uptake Inhibitors
6420022;Antidepressive Agents, Tricyclic
5280965;Amebicides
5280965;Anti-Bacterial Agents
5280965;Antibiotics, Antifungal
5280965;Antifungal Agents
5280965;Antiprotozoal Agents
10660;Antiemetics
10660;Histamine H1 Antagonists
446541;Antibiotics, Antineoplastic
446541;Enzyme Inhibitors
108173;Anti-Arrhythmia Agents
108173;Sodium Channel Blockers
3038;Carbonic Anhydrase Inhibitors
2337;Anesthetics, Local
5833;Aldosterone Antagonists
5833;Diuretics
6093;Amebicides
6093;Schistosomicides
6419993;Lactones
441333;Adrenergic beta-Agonists
441333;Bronchodilator Agents
441333;Sympathomimetics
441333;Tocolytic Agents
23702659;Anti-Bacterial Agents
3366;Antifungal Agents
3366;Antimetabolites
3698;Calcium Channel Blockers
3698;Cardiotonic Agents
3698;Phosphodiesterase Inhibitors
3698;Vasodilator Agents
6419921;Antidepressive Agents, Tricyclic
6419921;Histamine Antagonists
9458;Platelet Aggregation Inhibitors
71172;Adrenergic beta-Antagonists
71172;Anti-Anxiety Agents
71172;Anti-Arrhythmia Agents
71172;Antihypertensive Agents
71172;Sympatholytics
71172;Vasodilator Agents
5707;Adrenergic alpha-Agonists
55182;Anti-Allergic Agents
55182;Histamine H1 Antagonists, Non-Sedating
9880;Androgen Antagonists
9880;Antineoplastic Agents
9880;Contraceptive Agents, Male
3334;Antinematodal Agents
104838;Anti-Bacterial Agents
5560;Antihypertensive Agents
5560;Diuretics
5560;Sodium Chloride Symporter Inhibitors
401;Anti-Infective Agents, Urinary
401;Antibiotics, Antitubercular
401;Antimetabolites
401;Anti-Infective Agents, Urinary
401;Antibiotics, Antitubercular
401;Antimetabolites
83201;Vasodilator Agents
15376;Antihypertensive Agents
15376;Vasodilator Agents
4173;Anti-Infective Agents
4173;Antiprotozoal Agents
4173;Radiation-Sensitizing Agents
2391;Cathartics
6084;Phosphodiesterase Inhibitors
6084;Vasodilator Agents
4477;Anticestodal Agents
4477;Antinematodal Agents
4477;Molluscacides
3308;Anti-Inflammatory Agents, Non-Steroidal
3308;Cyclooxygenase Inhibitors
4909;Anticonvulsants
55397;Dopamine Agonists
4075;Anti-Inflammatory Agents, Non-Steroidal
39212;Prostaglandin Antagonists
62770;Antibiotics, Antineoplastic
54580;Anti-Allergic Agents
54580;Anti-Inflammatory Agents
54580;Bronchodilator Agents
54580;Dermatologic Agents
23704143;Anti-Bacterial Agents
68624;Anti-Infective Agents
2284;GABA Agonists
2284;Muscle Relaxants, Central
5282367;Hemostatics
5807;Adrenergic beta-Agonists
5807;Bronchodilator Agents
5807;Cardiotonic Agents
5807;Sympathomimetics
26596;Antinematodal Agents
4211;Antineoplastic Agents, Hormonal
19604;Antihypertensive Agents
5281069;Anti-Allergic Agents
5281069;Antipruritics
5281069;Histamine H1 Antagonists
2797;Anticholesteremic Agents
2797;Antilipemic Agents
66245;Adrenergic beta-Antagonists
66245;Anti-Arrhythmia Agents
66245;Sympatholytics
3639;Antihypertensive Agents
3639;Diuretics
3639;Sodium Chloride Symporter Inhibitors
5353788;Nitric Oxide Donors
5353788;Vasodilator Agents
5284441;Adrenergic alpha-Antagonists
5284441;Antihypertensive Agents
5284441;Vasodilator Agents
5702129;Anti-Allergic Agents
5702129;Histamine H1 Antagonists
5280793;Bone Density Conservation Agents
5280793;Vitamins
2708;Antineoplastic Agents, Alkylating
16490;Anti-Inflammatory Agents
16490;Glucocorticoids
2482;Anesthetics, Local
3736;Contrast Media
108062;Anti-Infective Agents
2717;Anti-Anxiety Agents
2717;Muscle Relaxants, Central
23677829;Anti-Inflammatory Agents, Non-Steroidal
23677829;Cyclooxygenase Inhibitors
4754;Analgesics, Non-Narcotic
5723;Bronchodilator Agents
5723;Phosphodiesterase Inhibitors
4641;Anti-Inflammatory Agents, Non-Steroidal
5665;Anticonvulsants
5665;Enzyme Inhibitors
5665;GABA Agents
5860;Parasympatholytics
6917733;Adrenergic beta-Antagonists
6917733;Antihypertensive Agents
6917733;Sympatholytics
14985;Antioxidants
14985;Vitamins
444795;Antineoplastic Agents
444795;Keratolytic Agents
5329;Anti-Infective Agents
5329;Anti-Infective Agents, Urinary
5329;Antimalarials
5369129;Anti-Anxiety Agents
5369129;Anticonvulsants
3132;Protease Inhibitors
3333;Anti-Arrhythmia Agents
3333;Antihypertensive Agents
3333;Calcium Channel Blockers
3333;Vasodilator Agents
5944;Enzyme Inhibitors
5944;Irritants
64692;Adjuvants, Anesthesia
64692;Anti-Arrhythmia Agents
64692;Bronchodilator Agents
64692;Muscarinic Antagonists
64692;Mydriatics
64692;Parasympatholytics
2732;Antihypertensive Agents
2732;Diuretics
2732;Sodium Chloride Symporter Inhibitors
8695;Anesthetics, Local
27944;Adjuvants, Immunologic
27944;Antinematodal Agents
27944;Antirheumatic Agents
27944;Adjuvants, Immunologic
27944;Antinematodal Agents
27944;Antirheumatic Agents
3276;Antineoplastic Agents
3276;Radiation-Sensitizing Agents
5362065;Anti-Bacterial Agents
3742;Contrast Media
22169;Anesthetics, Local
6103;Muscle Relaxants, Central
6103;Uricosuric Agents
222154;Cardiotonic Agents
222154;Enzyme Inhibitors
15150;Vitamin B Complex
21704;Antimetabolites
21704;Antiviral Agents
5757;Estrogens
5281056;Adrenergic beta-Antagonists
5281056;Anti-Arrhythmia Agents
5281056;Antihypertensive Agents
62969;Anti-Arrhythmia Agents
62969;Calcium Channel Blockers
62969;Vasodilator Agents
5284447;Anti-Bacterial Agents
5284447;Anti-Infective Agents, Local
5284447;Antifungal Agents
444034;Adrenergic Antagonists
444034;Vasodilator Agents
64713;Anti-Allergic Agents
64713;Antiemetics
64713;Histamine H1 Antagonists
932;Anti-Ulcer Agents
932;Estrogen Antagonists
564;Antifibrinolytic Agents
65495;Antifungal Agents
443951;Dopamine Agonists
31072;Antithyroid Agents
5359775;Coloring Agents
6473881;Anti-Inflammatory Agents, Non-Steroidal
8228;Adrenergic Uptake Inhibitors
8228;Antidepressive Agents, Tricyclic
62884;Antidepressive Agents, Second-Generation
62884;Dopamine Uptake Inhibitors
6603149;Adrenergic Uptake Inhibitors
6603149;Antidepressive Agents, Tricyclic
5917;Convulsants
5917;GABA Antagonists
66368;Adrenergic beta-Antagonists
66368;Anti-Arrhythmia Agents
66368;Antihypertensive Agents
66368;Sympatholytics
5753;Anti-Inflammatory Agents
17683;Anticonvulsants
17683;Parasympatholytics
80311;Histamine H1 Antagonists
2148;Indicators and Reagents
5831;Analgesics, Non-Narcotic
5831;Cardiotonic Agents
5831;Cholinergic Agonists
5831;Miotics
18340;Adrenergic alpha-Agonists
18340;Sympathomimetics
18340;Vasoconstrictor Agents
2756;Anti-Ulcer Agents
2756;Enzyme Inhibitors
2756;Histamine H2 Antagonists
6419987;Adrenergic alpha-Antagonists
6419987;Excitatory Amino Acid Antagonists
6419987;Vasodilator Agents
5282379;Dermatologic Agents
5282379;Teratogens
76621;Antiviral Agents
5526;Antifibrinolytic Agents
441374;Anti-Bacterial Agents
441374;Protein Synthesis Inhibitors
443955;Neuroprotective Agents
443955;Nootropic Agents
443955;Phosphodiesterase Inhibitors
443955;Vasodilator Agents
5668;Antihypertensive Agents
5668;Vasodilator Agents
5351494;Adrenergic alpha-Antagonists
5351494;Mydriatics
65327;Adrenergic Uptake Inhibitors
65327;Antidepressive Agents, Tricyclic
65327;Enzyme Inhibitors
6126;Bronchodilator Agents
6126;Parasympatholytics
39042;Antilipemic Agents
5280452;Anti-Inflammatory Agents, Non-Steroidal
5280452;Cyclooxygenase Inhibitors
3038520;Antiparkinson Agents
3038520;Dopamine Agonists
61100;Antidepressive Agents
61100;Monoamine Oxidase Inhibitors
29976;Vasodilator Agents
441308;Adrenergic beta-Antagonists
441308;Anti-Arrhythmia Agents
441308;Antihypertensive Agents
441308;Sympatholytics
36462;Antineoplastic Agents, Phytogenic
6166;Mineralocorticoids
8307;Antidotes
8307;Cholinesterase Inhibitors
3883;Anti-Infective Agents
3883;Anti-Ulcer Agents
3883;Enzyme Inhibitors
51082;Analgesics
51082;Antineoplastic Agents
5281093;Anti-Bacterial Agents
6420019;Antiemetics
6420019;Histamine H1 Antagonists
1547484;Calcium Channel Blockers
1547484;Histamine H1 Antagonists
2333;Uricosuric Agents
4472;Antidepressive Agents
4472;Monoamine Oxidase Inhibitors
23667628;Anti-Bacterial Agents
19004;Parasympatholytics
27200;Anti-Bacterial Agents
5281008;Anti-Bacterial Agents
5281068;Anti-Allergic Agents
5281068;Antipruritics
5281068;Histamine H1 Antagonists
5702161;Adrenergic beta-Agonists
5702161;Bronchodilator Agents
5702161;Sympathomimetics
5702161;Tocolytic Agents
441345;Parasympatholytics
23670318;Anti-Bacterial Agents
9552079;Anti-Infective Agents, Local
9552079;Disinfectants
9552079;Mouthwashes
9270;Contraceptives, Oral, Synthetic
2769;Anti-Ulcer Agents
2769;Gastrointestinal Agents
2769;Serotonin Agonists
2724110;Anti-Bacterial Agents
2724110;Coccidiostats
2724110;Ionophores
3784;Antihypertensive Agents
3784;Calcium Channel Blockers
3784;Vasodilator Agents
6321424;Antiparasitic Agents
6321424;Insecticides
3718;Cyclooxygenase Inhibitors
23675312;Anti-Bacterial Agents
3108;Phosphodiesterase Inhibitors
3108;Platelet Aggregation Inhibitors
3108;Vasodilator Agents
71771;Anti-Inflammatory Agents, Non-Steroidal
3828;Bronchodilator Agents
3828;Vasodilator Agents
5358812;Antipsychotic Agents
5358812;Serotonin Antagonists
23659;Antiemetics
23659;Dopamine Antagonists
3759;Antidepressive Agents
3759;Monoamine Oxidase Inhibitors
9878;Anti-Allergic Agents
9878;Anti-Inflammatory Agents
9878;Glucocorticoids
23666711;Anti-Bacterial Agents
66062;Antipsychotic Agents
66062;Dopamine Antagonists
5702062;Adrenergic alpha-Agonists
5702062;Antihypertensive Agents
6604561;Anticoagulants
6604561;Serine Proteinase Inhibitors
5215;Anti-Infective Agents
5215;Antiprotozoal Agents
5215;Coccidiostats
104981;Coloring Agents
104981;Indicators and Reagents
104981;Intercalating Agents
28693;Dopamine Agonists
28693;Serotonin Antagonists
34458;Anti-Arrhythmia Agents
34458;Calcium Channel Blockers
34458;Platelet Aggregation Inhibitors
5464092;Narcotic Antagonists
1892;Bronchodilator Agents
3926;Calcium Channel Blockers
3926;Vasodilator Agents
1983;Analgesics, Non-Narcotic
1046;Antitubercular Agents
23668834;Anti-Bacterial Agents
24066;Anti-HIV Agents
24066;Antimetabolites
24066;Reverse Transcriptase Inhibitors
441344;Muscarinic Antagonists
441344;Parasympatholytics
441334;Adrenergic beta-Agonists
441334;Bronchodilator Agents
441334;Sympathomimetics
441334;Tocolytic Agents
171548;Vitamin B Complex
71420;Antidiarrheals
6019;Vitamin B Complex
656678;Adjuvants, Anesthesia
656678;Anti-Arrhythmia Agents
656678;Bronchodilator Agents
656678;Muscarinic Antagonists
656678;Mydriatics
656678;Parasympatholytics
5381226;Antibiotics, Antitubercular
5381226;Enzyme Inhibitors
5381226;Leprostatic Agents
5381226;Nucleic Acid Synthesis Inhibitors
5351451;Anti-Bacterial Agents
5351451;Enzyme Inhibitors
5351451;Nucleic Acid Synthesis Inhibitors
5468;Anti-Inflammatory Agents, Non-Steroidal
2123;Antineoplastic Agents, Alkylating
5478883;Antimalarials
5478883;Protease Inhibitors
4912;Anticholesteremic Agents
4912;Antioxidants
3339;Antilipemic Agents
11548;Muscarinic Agonists
