geneID	chromosome	start	stop
DDB0201716	1	316120	317186
DDB0201717	1	317572	317631
DDB0190241	1	318009	318908
DDB0201718	1	319314	319388
DDB0201719	1	321483	321548
DDB0190242	1	322250	323749
DDB0190243	1	323978	324637
DDB0190244	1	325278	326208
DDB0190245	1	326398	326975
DDB0201720	1	327945	328028
DDB0190246	1	328161	328560
DDB0190247	1	328989	329453
DDB0201721	1	329772	330680
DDB0190249	1	330802	334583
DDB0190250	1	336139	338579
DDB0201722	1	339205	340232
DDB0201723	1	341024	341152
DDB0190253	1	341381	342418
DDB0201724	1	342576	346801
DDB0201725	1	347120	348046
DDB0201726	1	348136	350942
DDB0190258	1	351552	354525
DDB0190259	1	355078	358349
DDB0190260	1	358724	359077
DDB0201727	1	359296	359382
DDB0190261	1	360381	361094
DDB0201728	1	362442	363146
DDB0201729	1	364023	365370
DDB0190263	1	365482	367005
DDB0201730	1	367039	368919
DDB0201731	1	369574	371093
DDB0190265	1	372145	374547
DDB0190266	1	374739	380024
DDB0190267	1	380165	382404
DDB0190268	1	382754	385525
DDB0190269	1	386189	387505
DDB0190270	1	387576	388736
DDB0190271	1	389159	393200
DDB0190272	1	393825	395186
DDB0190273	1	396198	396900
DDB0190274	1	397601	400591
DDB0201732	1	400839	401039
DDB0201733	1	401231	404636
DDB0190276	1	405401	406886
DDB0201734	1	407311	408062
DDB0190278	1	408524	408736
DDB0190279	1	409391	410308
DDB0201735	1	410644	410757
DDB0201736	1	411698	411727
DDB0201737	1	412613	414070
DDB0201738	1	414966	415037
DDB0190281	1	416242	423199
DDB0190282	1	424012	431252
DDB0190283	1	431638	432012
DDB0190284	1	432539	433676
DDB0190285	1	434094	434672
DDB0190286	1	434845	436111
DDB0190287	1	437199	437795
DDB0190288	1	438678	441641
DDB0190289	1	442622	443689
DDB0190290	1	443942	444206
DDB0201739	1	446592	446672
DDB0201740	1	447691	448053
DDB0201741	1	449207	449350
DDB0190292	1	449371	449547
DDB0190293	1	450631	452946
DDB0201742	1	453846	455180
DDB0190295	1	457152	458012
DDB0190296	1	458338	461639
DDB0190297	1	461783	462274
DDB0190298	1	462665	464549
DDB0201743	1	465381	465491
DDB0190299	1	465890	466798
DDB0190300	1	467045	467419
DDB0201744	1	467989	471132
DDB0201745	1	471901	473160
DDB0190303	1	473233	475053
DDB0201746	1	476031	476093
DDB0190304	1	477014	480145
DDB0190305	1	481189	482394
DDB0201747	1	482764	484474
DDB0190307	1	485659	486509
DDB0190308	1	486755	492413
DDB0190309	1	493882	496632
DDB0190310	1	497021	497734
DDB0190311	1	498537	499250
DDB0201748	1	499378	499641
DDB0190312	1	500105	500818
DDB0190313	1	501281	502562
DDB0190314	1	503254	504442
DDB0190315	1	504936	506579
DDB0190316	1	506788	507113
DDB0190317	1	507518	508630
DDB0190318	1	509087	509972
DDB0190319	1	510600	510725
DDB0201749	1	511863	516155
DDB0190321	1	516313	516772
DDB0201750	1	517219	517604
DDB0201751	1	517637	518930
DDB0201752	1	518951	519524
DDB0201753	1	519885	519950
DDB0190324	1	520198	523353
DDB0201754	1	524124	529429
DDB0201755	1	529547	539997
DDB0190330	1	540618	541006
DDB0190331	1	541667	542070
DDB0190332	1	542386	543323
DDB0190333	1	544263	544394
DDB0190334	1	544643	546004
DDB0190335	1	546367	548346
DDB0201756	1	549269	551632
DDB0190337	1	552362	553075
DDB0190338	1	553366	554285
DDB0190339	1	554825	555535
DDB0190340	1	556306	557019
DDB0190341	1	557846	558556
DDB0190342	1	559440	560153
DDB0190343	1	560602	561915
DDB0201757	1	562063	563904
DDB0190344	1	564042	564989
DDB0190345	1	565432	566610
DDB0190346	1	567099	572122
DDB0190347	1	572501	573507
DDB0190348	1	573841	575202
DDB0190349	1	576418	578475
DDB0190350	1	579198	580026
DDB0190351	1	580211	580762
DDB0201758	1	580997	581227
DDB0190352	1	581262	585957
DDB0201759	1	586232	587014
DDB0190354	1	587392	588179
DDB0190355	1	588493	591401
DDB0190356	1	592708	594362
DDB0190357	1	594794	596694
DDB0190358	1	596898	597515
DDB0201760	1	597994	598998
DDB0201761	1	599793	599855
DDB0190360	1	600311	604806
DDB0190361	1	605680	606207
DDB0201762	1	607588	607704
DDB0190362	1	607790	610964
DDB0190363	1	611683	612384
DDB0190364	1	613108	613569
DDB0201763	1	614472	615745
DDB0190366	1	615823	616960
DDB0190367	1	617172	618523
DDB0190368	1	618785	623288
DDB0201764	1	624019	624069
DDB0201765	1	625008	626697
DDB0190369	1	627639	632262
DDB0190370	1	632976	637626
DDB0190371	1	639140	639997
DDB0201766	1	640866	645399
DDB0201767	1	646104	647679
DDB0190373	1	647904	649475
DDB0190374	1	649911	650828
DDB0201768	1	652425	653807
DDB0201769	1	653882	655768
DDB0190377	1	657208	660094
DDB0190378	1	662131	663444
DDB0190379	1	664292	667186
DDB0201770	1	668523	668549
DDB0201771	1	668792	670620
DDB0190381	1	671029	672537
DDB0190382	1	672774	673187
DDB0201772	1	673931	675310
DDB0190384	1	675368	676552
DDB0190385	1	676977	681137
DDB0190386	1	682076	683401
DDB0190387	1	685211	688052
DDB0190388	1	688926	690010
DDB0190389	1	690785	691780
DDB0201773	1	691955	692821
DDB0201774	1	693510	693614
DDB0201775	1	694139	694967
DDB0190392	1	695058	696170
DDB0201776	1	696777	706296
DDB0201777	1	707189	708059
DDB0190395	1	708283	709849
DDB0201778	1	710831	712969
DDB0201779	1	713870	713986
DDB0190397	1	714043	714488
DDB0190398	1	714966	717140
DDB0190399	1	717209	728361
DDB0190400	1	729632	732243
DDB0201780	1	732907	733201
DDB0201781	1	734100	734278
DDB0190401	1	734604	739570
DDB0190402	1	739904	740575
DDB0201782	1	740632	742919
DDB0190403	1	744332	745997
DDB0190404	1	746722	748416
DDB0190405	1	748728	749921
DDB0201783	1	750430	751881
DDB0201784	1	753503	755211
DDB0190407	1	755285	756930
DDB0201785	1	757186	757430
DDB0190408	1	757839	759130
DDB0190409	1	760198	761223
DDB0201786	1	763000	763935
DDB0190411	1	764806	766494
DDB0190412	1	768396	772504
DDB0190413	1	774521	779206
DDB0201787	1	779675	781415
DDB0190415	1	781569	783897
DDB0201788	1	784781	784852
DDB0190416	1	785110	786279
DDB0201789	1	787143	787910
DDB0190418	1	788923	793616
DDB0190419	1	794083	798507
DDB0190420	1	799670	800101
DDB0190421	1	800321	801535
DDB0190422	1	802097	802770
DDB0190423	1	803464	804376
DDB0190424	1	804821	806223
DDB0201790	1	806652	807105
DDB0201791	1	807697	809730
DDB0201792	1	810462	810852
DDB0201793	1	811514	812349
DDB0190426	1	812927	814803
DDB0190427	1	815160	816123
DDB0190428	1	816763	817346
DDB0201794	1	818885	819813
DDB0190430	1	821314	823068
DDB0201795	1	823178	828454
DDB0190433	1	828576	828719
DDB0190434	1	829096	830356
DDB0190435	1	831246	833556
DDB0190436	1	834333	836196
DDB0201796	1	836468	842225
DDB0190438	1	842458	844730
DDB0201797	1	845206	845500
DDB0190440	1	845953	846841
DDB0201798	1	846916	848220
DDB0201799	1	848906	850834
DDB0201800	1	851158	852685
DDB0190443	1	854697	855146
DDB0190444	1	855254	855748
DDB0190445	1	857743	859467
DDB0201801	1	859731	862533
DDB0201802	1	862631	862844
DDB0190447	1	863378	864285
DDB0201803	1	865389	866552
DDB0201804	1	866967	869312
DDB0201805	1	869917	870162
DDB0201806	1	870502	870843
DDB0190452	1	871433	871918
DDB0190453	1	872291	875234
DDB0190454	1	876234	876647
DDB0190455	1	877673	879564
DDB0201807	1	879802	880175
DDB0190456	1	880590	880805
DDB0190457	1	881467	881688
DDB0201808	1	882236	882283
DDB0201809	1	882578	882791
DDB0201810	1	883347	883424
DDB0201811	1	885370	887703
DDB0190459	1	887781	889432
DDB0201812	1	889574	895306
DDB0190462	1	895403	895718
DDB0201813	1	896227	896256
DDB0201814	1	896843	897048
DDB0201815	1	897706	898279
DDB0190464	1	899313	903527
DDB0190465	1	903870	906647
DDB0190466	1	907742	911146
DDB0201816	1	912888	913040
DDB0190467	1	913070	914343
DDB0190468	1	915664	917226
DDB0190469	1	918028	920978
DDB0190470	1	921819	924380
DDB0190471	1	924607	924786
DDB0201817	1	924830	925668
DDB0201818	1	926906	934754
DDB0190476	1	935147	937009
DDB0190477	1	937114	941912
DDB0190478	1	943482	948618
DDB0190479	1	948791	949668
DDB0190480	1	950189	952810
DDB0201819	1	952853	957021
DDB0201820	1	957813	958087
DDB0190482	1	958422	959347
DDB0190483	1	959762	961852
DDB0201821	1	961888	963590
DDB0190485	1	963801	964367
DDB0190486	1	965454	967076
DDB0201822	1	967308	967554
DDB0190487	1	967816	970578
DDB0190488	1	971186	973066
DDB0201823	1	973222	977391
DDB0190490	1	977728	978748
DDB0201824	1	979414	981540
DDB0190492	1	981762	986184
DDB0190493	1	986952	988103
DDB0201825	1	989151	989573
DDB0190495	1	989731	991117
DDB0201826	1	991165	992825
DDB0201827	1	993043	993633
DDB0190498	1	995086	996226
DDB0201828	1	997096	998896
DDB0190500	1	1000206	1004177
DDB0201829	1	1004277	1005070
DDB0201830	1	1006715	1006735
DDB0190501	1	1008572	1011661
DDB0190502	1	1012312	1013252
DDB0201831	1	1015125	1015154
DDB0201832	1	1016602	1016667
DDB0190503	1	1018690	1021185
DDB0190504	1	1022476	1023655
DDB0190505	1	1023844	1024983
DDB0190506	1	1025732	1027077
DDB0190507	1	1027314	1027856
DDB0201833	1	1030109	1036087
DDB0201834	1	1036130	1039982
DDB0190510	1	1041492	1044256
DDB0201835	1	1045134	1048494
DDB0190512	1	1048544	1049346
DDB0190513	1	1049874	1052392
DDB0190514	1	1053275	1054444
DDB0201836	1	1054658	1059044
DDB0190516	1	1059549	1060477
DDB0190517	1	1061396	1063863
DDB0190518	1	1064666	1066353
DDB0190519	1	1066582	1067961
DDB0201837	1	1068623	1069430
DDB0190521	1	1069671	1070906
DDB0190522	1	1071095	1072779
DDB0201838	1	1073441	1073620
DDB0190523	1	1074786	1077471
DDB0190524	1	1078558	1079553
DDB0190525	1	1080476	1081782
DDB0201839	1	1082083	1082178
DDB0190526	1	1082370	1083615
DDB0201840	1	1084026	1087091
DDB0190529	1	1087412	1089481
DDB0201841	1	1090154	1090207
DDB0201842	1	1090419	1092881
DDB0201843	1	1093336	1093401
DDB0190531	1	1093704	1094483
DDB0190532	1	1095051	1098347
DDB0190533	1	1098670	1101849
DDB0190534	1	1102957	1107438
DDB0190535	1	1108532	1109918
DDB0190536	1	1110157	1112631
DDB0190537	1	1113877	1115340
DDB0190538	1	1115482	1115954
DDB0201844	1	1117017	1117509
DDB0201845	1	1118165	1118257
DDB0190540	1	1119042	1120899
DDB0190541	1	1121347	1122951
DDB0190542	1	1123900	1124921
DDB0190543	1	1125224	1126345
DDB0190544	1	1126441	1127846
DDB0201846	1	1128541	1130191
DDB0201847	1	1132174	1135723
DDB0201848	1	1136042	1137468
DDB0201849	1	1137663	1142607
DDB0190548	1	1145349	1146850
DDB0190549	1	1147469	1151137
DDB0190550	1	1151425	1152264
DDB0201850	1	1152536	1152610
DDB0201851	1	1152703	1152771
DDB0190551	1	1153364	1154161
DDB0190552	1	1154760	1155591
DDB0190553	1	1156228	1157156
DDB0190554	1	1157725	1158611
DDB0190555	1	1159141	1160798
DDB0190556	1	1161678	1164513
DDB0201852	1	1165007	1165072
DDB0201853	1	1165539	1168961
DDB0190559	1	1169082	1170085
DDB0190560	1	1170333	1175765
DDB0201854	1	1176071	1177423
DDB0201855	1	1178197	1178325
DDB0190562	1	1179030	1179797
DDB0201856	1	1179981	1183050
DDB0201857	1	1184317	1186922
DDB0190565	1	1186980	1190011
DDB0201858	1	1190066	1192064
DDB0190567	1	1192398	1193420
DDB0201859	1	1193932	1196495
DDB0190569	1	1197497	1207814
DDB0201860	1	1208428	1210970
DDB0201861	1	1211607	1213661
DDB0201862	1	1214229	1224434
DDB0201863	1	1225328	1226634
DDB0190573	1	1226706	1229091
DDB0190574	1	1229673	1231526
DDB0201864	1	1231966	1233993
DDB0190575	1	1235094	1235543
DDB0201865	1	1235691	1235759
DDB0201866	1	1237136	1238284
DDB0201867	1	1238414	1239442
DDB0201868	1	1240736	1241986
DDB0190578	1	1242539	1243018
DDB0190579	1	1243861	1244214
DDB0190580	1	1244321	1244785
DDB0201869	1	1245347	1246542
DDB0190582	1	1247865	1250490
DDB0190583	1	1251457	1256273
DDB0190584	1	1256696	1257346
DDB0201870	1	1258942	1259550
DDB0190586	1	1259756	1262407
DDB0190587	1	1263077	1264509
DDB0190588	1	1265102	1265463
DDB0201871	1	1265557	1266073
DDB0190590	1	1267118	1267479
DDB0190591	1	1267657	1269162
DDB0190592	1	1269605	1271077
DDB0201872	1	1271652	1272441
DDB0190594	1	1273654	1278105
DDB0190595	1	1279093	1280133
DDB0190596	1	1280403	1281659
DDB0190597	1	1281900	1283504
DDB0190598	1	1283790	1284611
DDB0190599	1	1284756	1285967
DDB0190600	1	1286493	1287278
DDB0190601	1	1288119	1288796
DDB0201873	1	1289254	1293102
DDB0201874	1	1293248	1293820
DDB0201875	1	1294272	1294565
DDB0190604	1	1295453	1297242
DDB0201876	1	1297315	1297556
DDB0201877	1	1297605	1299895
DDB0190606	1	1300053	1305504
DDB0190607	1	1307640	1307765
DDB0190608	1	1308469	1308828
DDB0190609	1	1309724	1311145
DDB0201878	1	1311435	1317076
DDB0190611	1	1317566	1320737
DDB0201879	1	1321468	1326020
DDB0190613	1	1326436	1327691
DDB0201880	1	1329345	1332165
DDB0190616	1	1332559	1333008
DDB0190617	1	1333416	1334021
DDB0201881	1	1334866	1335561
DDB0190619	1	1335820	1337247
DDB0201882	1	1338240	1338263
DDB0201883	1	1338840	1340933
DDB0190621	1	1341662	1342999
DDB0190622	1	1343107	1344924
DDB0190623	1	1345214	1348787
DDB0190624	1	1349734	1350807
DDB0201884	1	1352249	1352314
DDB0201885	1	1352912	1353352
DDB0201886	1	1353945	1353965
DDB0201887	1	1358605	1358700
DDB0190627	1	1359800	1360012
DDB0201888	1	1360170	1360235
DDB0201889	1	1360799	1360936
DDB0190628	1	1361241	1362819
DDB0201890	1	1362833	1363204
DDB0190629	1	1364289	1364879
DDB0190630	1	1365596	1365889
DDB0190631	1	1366047	1366301
DDB0190632	1	1366365	1367080
DDB0190633	1	1367244	1368216
DDB0201891	1	1369088	1371731
DDB0190636	1	1371895	1373082
DDB0201892	1	1373542	1373721
DDB0190637	1	1373775	1375822
DDB0201893	1	1376285	1379335
DDB0201894	1	1379379	1381135
DDB0190639	1	1381910	1383278
DDB0190640	1	1383659	1385074
DDB0190641	1	1385764	1386312
DDB0190642	1	1387154	1388161
DDB0201895	1	1389124	1390901
DDB0201896	1	1392547	1393188
DDB0190644	1	1393286	1394242
DDB0201897	1	1394689	1395727
DDB0190646	1	1396044	1398575
DDB0190647	1	1399158	1400340
DDB0190648	1	1400862	1401671
DDB0190649	1	1401854	1402749
DDB0201898	1	1403085	1403778
DDB0190650	1	1404596	1406053
DDB0190651	1	1407117	1408523
DDB0190652	1	1408893	1410344
DDB0190653	1	1410555	1414418
DDB0190654	1	1415708	1417006
DDB0190655	1	1418536	1421551
DDB0190656	1	1421936	1424163
DDB0190657	1	1424535	1425662
DDB0190658	1	1425743	1426020
DDB0201899	1	1426567	1426729
DDB0201900	1	1427733	1429188
DDB0190660	1	1429243	1429550
DDB0190661	1	1429775	1431003
DDB0201901	1	1432842	1444832
DDB0190666	1	1445110	1446558
DDB0190667	1	1446991	1449155
DDB0190668	1	1450131	1451933
DDB0190669	1	1453329	1455586
DDB0201902	1	1457480	1459762
DDB0190671	1	1460706	1463395
DDB0201903	1	1464015	1464963
DDB0201904	1	1465194	1465322
DDB0190673	1	1466452	1469034
DDB0190674	1	1469128	1472789
DDB0190675	1	1474035	1477870
DDB0190676	1	1478086	1480260
DDB0201905	1	1481099	1481664
DDB0190678	1	1482583	1483391
DDB0190679	1	1484382	1484678
DDB0201906	1	1485680	1488892
DDB0201907	1	1489356	1489634
DDB0190681	1	1490157	1491131
DDB0190682	1	1491440	1494960
DDB0190683	1	1495297	1501431
DDB0190684	1	1501759	1502907
DDB0190685	1	1503007	1504274
DDB0190686	1	1504705	1505918
DDB0201908	1	1506518	1508423
DDB0190688	1	1509098	1510180
DDB0190689	1	1511081	1513543
DDB0190690	1	1513705	1514066
DDB0190691	1	1514896	1518047
DDB0190692	1	1518673	1519966
DDB0190693	1	1520100	1520894
DDB0190694	1	1521721	1524105
DDB0201909	1	1524424	1524613
DDB0190695	1	1525133	1526020
DDB0201910	1	1526644	1527342
DDB0190696	1	1527536	1527901
DDB0201911	1	1528707	1529680
DDB0190699	1	1530880	1531742
DDB0190700	1	1531959	1534325
DDB0190701	1	1535183	1536040
DDB0190702	1	1536944	1539010
DDB0190703	1	1539697	1542099
DDB0201912	1	1542518	1543076
DDB0190705	1	1543461	1544360
DDB0190706	1	1544976	1545833
DDB0190707	1	1547752	1548712
DDB0190708	1	1550275	1552659
DDB0190709	1	1553367	1554623
DDB0190710	1	1554995	1557202
DDB0190711	1	1558111	1559631
DDB0201913	1	1559920	1560046
DDB0190712	1	1560102	1561534
DDB0190713	1	1561656	1570166
DDB0190714	1	1570931	1572812
DDB0201914	1	1573742	1573816
DDB0190715	1	1574460	1574849
DDB0190716	1	1575553	1577943
DDB0201915	1	1577981	1581736
DDB0201916	1	1582029	1582673
DDB0190720	1	1583080	1583583
DDB0190721	1	1584213	1586055
DDB0190722	1	1586491	1587365
DDB0190723	1	1587987	1588475
DDB0190724	1	1588917	1590150
DDB0190725	1	1590501	1593137
DDB0190726	1	1593511	1596853
DDB0190727	1	1597263	1598726
DDB0190728	1	1599258	1600541
DDB0201917	1	1600882	1603402
DDB0201918	1	1604076	1605410
DDB0201919	1	1606106	1607480
DDB0201920	1	1607869	1608312
DDB0201921	1	1608905	1608970
DDB0190731	1	1609529	1609972
DDB0201922	1	1610667	1611130
DDB0201923	1	1611298	1612122
DDB0190733	1	1612600	1613266
DDB0190734	1	1613488	1615778
DDB0190735	1	1616659	1619683
DDB0190736	1	1620352	1620988
DDB0190737	1	1621480	1621883
DDB0190738	1	1622355	1623077
DDB0190739	1	1624404	1625322
DDB0190740	1	1626828	1627347
DDB0190741	1	1627460	1628457
DDB0190742	1	1628622	1629662
DDB0190743	1	1630372	1632211
DDB0201924	1	1632495	1633154
DDB0201925	1	1633478	1636631
DDB0201926	1	1637371	1638678
DDB0190746	1	1639393	1640727
DDB0190747	1	1640965	1643743
DDB0190748	1	1645502	1649465
DDB0190749	1	1650026	1650823
DDB0190750	1	1651190	1652677
DDB0201927	1	1652749	1656052
DDB0190752	1	1656855	1658027
DDB0190753	1	1658317	1659474
DDB0201928	1	1660693	1664306
DDB0190755	1	1665014	1665882
DDB0190756	1	1666238	1667322
DDB0201929	1	1668186	1668203
DDB0190757	1	1670825	1672593
DDB0190758	1	1672991	1673482
DDB0190759	1	1673650	1677597
DDB0201930	1	1677823	1678434
DDB0201931	1	1679976	1680084
DDB0190760	1	1680486	1687372
DDB0190761	1	1688050	1688805
DDB0190762	1	1688946	1690115
DDB0190763	1	1690271	1691650
DDB0190764	1	1692379	1694184
DDB0201932	1	1694664	1694916
DDB0201933	1	1695055	1695498
DDB0201934	1	1696106	1697319
DDB0201935	1	1697431	1700935
DDB0190766	1	1701299	1702864
DDB0190767	1	1703733	1704600
DDB0190768	1	1705055	1709182
DDB0190769	1	1709383	1710547
DDB0190770	1	1710796	1715625
DDB0201936	1	1717298	1721817
DDB0201937	1	1723877	1725436
DDB0201938	1	1725583	1728084
DDB0190773	1	1728771	1733338
DDB0201939	1	1734263	1740010
DDB0190776	1	1741309	1745252
DDB0190777	1	1746350	1750285
DDB0190778	1	1750915	1755702
DDB0201940	1	1755997	1756764
DDB0190780	1	1757848	1758702
DDB0201941	1	1758840	1759299
DDB0190782	1	1763093	1769535
DDB0201942	1	1769803	1771338
DDB0190784	1	1771949	1773226
DDB0190785	1	1773600	1777591
DDB0190786	1	1778401	1779940
DDB0190787	1	1780164	1781978
DDB0201943	1	1782900	1783169
DDB0190788	1	1785149	1786812
DDB0190789	1	1787280	1787993
DDB0190790	1	1789273	1789986
DDB0190791	1	1790556	1790900
DDB0190792	1	1791463	1791642
DDB0190793	1	1791736	1791961
DDB0190794	1	1792245	1792923
DDB0190795	1	1793509	1795188
DDB0190796	1	1796129	1796902
DDB0190797	1	1797224	1797994
DDB0201944	1	1798242	1799113
DDB0201945	1	1799702	1800516
DDB0190799	1	1802030	1802808
DDB0190800	1	1803464	1806041
DDB0190801	1	1806365	1808430
DDB0190802	1	1810318	1812144
DDB0201946	1	1812287	1812382
DDB0201947	1	1814357	1817116
DDB0201948	1	1818866	1819251
DDB0201949	1	1819600	1819680
DDB0201950	1	1819893	1820021
DDB0190804	1	1820453	1822554
DDB0190805	1	1824017	1825523
DDB0201951	1	1826225	1830903
DDB0201952	1	1832632	1833305
DDB0190807	1	1833400	1833969
DDB0201953	1	1834023	1835420
DDB0190808	1	1836955	1839970
DDB0190809	1	1840187	1841768
DDB0190810	1	1842112	1844409
DDB0201954	1	1845046	1845138
DDB0201955	1	1845383	1847506
DDB0190812	1	1849528	1851138
DDB0201956	1	1854289	1858197
DDB0190814	1	1858221	1859390
DDB0190815	1	1860084	1860644
DDB0201957	1	1860688	1862394
DDB0190818	1	1862576	1866923
DDB0190819	1	1867199	1868341
DDB0190820	1	1869960	1870555
DDB0201958	1	1870921	1871319
DDB0190821	1	1871558	1872701
DDB0201959	1	1872946	1874796
DDB0190823	1	1875162	1875903
DDB0201960	1	1877908	1878597
DDB0190825	1	1879973	1880614
DDB0190826	1	1881703	1882446
DDB0201961	1	1883257	1887728
DDB0190828	1	1888007	1891072
DDB0190829	1	1891940	1893814
DDB0190830	1	1894189	1894650
DDB0190831	1	1895122	1895580
DDB0190832	1	1895809	1896174
DDB0190833	1	1897088	1897729
DDB0190834	1	1898393	1899037
DDB0190835	1	1900035	1900208
DDB0190836	1	1900786	1901193
DDB0190837	1	1902082	1904075
DDB0201962	1	1905848	1906672
DDB0201963	1	1907606	1907674
DDB0201964	1	1907944	1909024
DDB0201965	1	1909256	1909569
DDB0190840	1	1909897	1911485
DDB0201966	1	1911764	1913043
DDB0190842	1	1914412	1917159
DDB0190843	1	1917476	1919312
DDB0190844	1	1919985	1922063
DDB0201967	1	1922853	1923198
DDB0201968	1	1923366	1923463
DDB0190845	1	1925296	1926707
DDB0190846	1	1927157	1930071
DDB0201969	1	1930406	1933299
DDB0201970	1	1933586	1933921
DDB0201971	1	1934152	1935679
DDB0190849	1	1935994	1936714
DDB0190850	1	1937607	1938251
DDB0201972	1	1938908	1942229
DDB0190852	1	1943170	1944848
DDB0201973	1	1944921	1947811
DDB0190854	1	1948791	1949063
DDB0201974	1	1949260	1950028
DDB0190855	1	1950701	1950955
DDB0201975	1	1951559	1954700
DDB0201976	1	1954756	1956300
DDB0190857	1	1956740	1957916
DDB0190858	1	1958958	1964182
DDB0190859	1	1964575	1965480
DDB0190860	1	1966235	1966834
DDB0190861	1	1967814	1972143
DDB0201977	1	1972379	1972402
DDB0190862	1	1974069	1975172
DDB0190863	1	1975509	1975987
DDB0190864	1	1976064	1977152
DDB0190865	1	1977343	1978510
DDB0190866	1	1979349	1979933
DDB0190867	1	1980205	1981843
DDB0190868	1	1982698	1984525
DDB0201978	1	1985750	1985770
DDB0190869	1	1987343	1988966
DDB0190870	1	1989235	1990021
DDB0201979	1	1990240	1991146
DDB0190872	1	1991691	1993413
DDB0190873	1	1994022	1994851
DDB0190874	1	1995244	1997623
DDB0190875	1	1998181	1998894
DDB0190876	1	1999780	2001364
DDB0190877	1	2002501	2006173
DDB0201980	1	2007176	2007244
